gene ID	GeneName	HC1.coch	HC2.vest	Non.HC1.coch	Non.HC2.vest
ENSG00000115866	DARS	540.0	273.0	739.0	412.0
ENSG00000152785	BMP3	237.0	146.0	225.0	739.0
ENSG00000256206	PSMA1	363.0	346.0	740.0	509.0
ENSG00000108091	CCDC6	659.0	699.0	691.0	740.0
ENSG00000164066	INTU	741.0	373.0	92.0	69.0
ENSG00000163629	PTPN13	742.0	356.0	271.0	532.0
ENSG00000168497	SDPR	80.0	115.0	742.0	108.0
ENSG00000137713	PPP2R1B	743.0	454.0	332.0	185.0
ENSG00000111110	PPM1H	562.0	743.0	185.0	223.0
ENSG00000100522	GNPNAT1	341.0	226.0	743.0	205.0
ENSG00000204842	ATXN2	728.0	484.0	743.0	662.0
ENSG00000184863	RBM33	743.0	476.0	627.0	480.0
ENSG00000116127	ALMS1	743.0	460.0	332.0	281.0
ENSG00000116455	WDR77	626.0	464.0	744.0	362.0
ENSG00000215114	UBXN2B	501.0	442.0	744.0	280.0
ENSG00000114473	IQCG	679.0	744.0	83.0	45.0
ENSG00000151465	CDC123	372.0	125.0	744.0	485.0
ENSG00000116731	PRDM2	324.0	319.0	318.0	744.0
ENSG00000100225	FBXO7	745.0	380.0	325.0	263.0
ENSG00000198911	SREBF2	465.0	676.0	435.0	745.0
ENSG00000157110	RBPMS	21.0	2.0	392.0	745.0
ENSG00000105722	ERF	67.0	53.0	215.0	745.0
ENSG00000122778	KIAA1549	745.0	736.0	265.0	408.0
ENSG00000120925	RNF170	746.0	278.0	219.0	219.0
ENSG00000102316	MAGED2	129.0	125.0	368.0	746.0
ENSG00000168140	VASN	124.0	75.0	505.0	746.0
ENSG00000179833	SERTAD2	548.0	390.0	746.0	566.0
ENSG00000143164	DCAF6	293.0	254.0	747.0	358.0
ENSG00000186318	BACE1	747.0	475.0	507.0	495.0
ENSG00000018610	CXorf56	527.0	548.0	748.0	494.0
ENSG00000134001	EIF2S1	618.0	498.0	748.0	474.0
ENSG00000132842	AP3B1	485.0	321.0	748.0	619.0
ENSG00000163634	THOC7	600.0	411.0	748.0	289.0
ENSG00000092068	SLC7A8	65.0	10.0	94.0	749.0
ENSG00000120008	WDR11	723.0	584.0	749.0	343.0
ENSG00000285635	ENSG00000285635	567.0	435.0	750.0	343.0
ENSG00000115942	ORC2	750.0	333.0	590.0	177.0
ENSG00000259112	NDUFC2-KCTD14	363.0	310.0	750.0	270.0
ENSG00000185046	ANKS1B	481.0	750.0	110.0	331.0
ENSG00000184640	Sep-09	55.0	32.0	327.0	750.0
ENSG00000095209	TMEM38B	751.0	342.0	349.0	146.0
ENSG00000113719	ERGIC1	266.0	183.0	752.0	610.0
ENSG00000108518	PFN1	126.0	99.0	338.0	752.0
ENSG00000110237	ARHGEF17	67.0	58.0	385.0	752.0
ENSG00000185985	SLITRK2	752.0	121.0	152.0	77.0
ENSG00000133030	MPRIP	753.0	435.0	411.0	657.0
ENSG00000001036	FUCA2	369.0	357.0	753.0	684.0
ENSG00000165929	TC2N	230.0	102.0	753.0	68.0
ENSG00000214655	ZSWIM8	263.0	136.0	269.0	753.0
ENSG00000137033	IL33	422.0	96.0	516.0	753.0
ENSG00000132664	POLR3F	692.0	254.0	753.0	190.0
ENSG00000169064	ZBBX	75.0	753.0	10.0	5.0
ENSG00000155506	LARP1	644.0	573.0	420.0	754.0
ENSG00000115827	DCAF17	754.0	523.0	723.0	330.0
ENSG00000132953	XPO4	756.0	404.0	328.0	221.0
ENSG00000081277	PKP1	44.0	2.0	13.0	756.0
ENSG00000047188	YTHDC2	756.0	475.0	470.0	168.0
ENSG00000258052	AC025263.3	756.0	640.0	159.0	84.0
ENSG00000181804	SLC9A9	757.0	205.0	123.0	97.0
ENSG00000178996	SNX18	259.0	157.0	757.0	718.0
ENSG00000170989	S1PR1	266.0	0.0	757.0	8.0
ENSG00000162704	ARPC5	509.0	247.0	599.0	758.0
ENSG00000108001	EBF3	314.0	758.0	479.0	278.0
ENSG00000154122	ANKH	483.0	151.0	758.0	684.0
ENSG00000169836	TACR3	16.0	29.0	116.0	758.0
ENSG00000115268	RPS15	50.0	74.0	138.0	758.0
ENSG00000071051	NCK2	503.0	341.0	758.0	288.0
ENSG00000104442	ARMC1	759.0	315.0	572.0	366.0
ENSG00000130779	CLIP1	274.0	526.0	759.0	642.0
ENSG00000153933	DGKE	760.0	534.0	351.0	296.0
ENSG00000164024	METAP1	710.0	543.0	760.0	372.0
ENSG00000198597	ZNF536	117.0	298.0	760.0	442.0
ENSG00000185753	CXorf38	529.0	362.0	760.0	388.0
ENSG00000165194	PCDH19	46.0	90.0	760.0	57.0
ENSG00000106028	SSBP1	683.0	457.0	761.0	261.0
ENSG00000080802	CNOT4	696.0	413.0	761.0	346.0
ENSG00000204681	GABBR1	655.0	264.0	762.0	458.0
ENSG00000143376	SNX27	761.0	393.0	762.0	530.0
ENSG00000117859	OSBPL9	762.0	320.0	588.0	465.0
ENSG00000177954	RPS27	0.0	33.0	1.0	762.0
ENSG00000095574	IKZF5	572.0	413.0	763.0	426.0
ENSG00000132305	IMMT	763.0	420.0	516.0	516.0
ENSG00000125691	RPL23	269.0	385.0	763.0	311.0
ENSG00000096063	SRPK1	764.0	603.0	535.0	613.0
ENSG00000090661	CERS4	267.0	154.0	764.0	362.0
ENSG00000159593	NAE1	764.0	495.0	739.0	321.0
ENSG00000141469	SLC14A1	752.0	21.0	20.0	764.0
ENSG00000172005	MAL	17.0	35.0	765.0	545.0
ENSG00000165895	ARHGAP42	136.0	54.0	765.0	338.0
ENSG00000168916	ZNF608	365.0	438.0	765.0	566.0
ENSG00000164307	ERAP1	166.0	248.0	766.0	460.0
ENSG00000185010	F8	766.0	512.0	236.0	77.0
ENSG00000197535	MYO5A	482.0	316.0	766.0	425.0
ENSG00000171475	WIPF2	713.0	345.0	766.0	351.0
ENSG00000048405	ZNF800	766.0	487.0	614.0	418.0
ENSG00000166405	RIC3	766.0	396.0	62.0	15.0
ENSG00000147677	EIF3H	276.0	285.0	613.0	767.0
ENSG00000110315	RNF141	676.0	557.0	767.0	306.0
ENSG00000169047	IRS1	118.0	101.0	767.0	491.0
ENSG00000001630	CYP51A1	760.0	501.0	768.0	623.0
ENSG00000111961	SASH1	768.0	301.0	405.0	250.0
ENSG00000146701	MDH2	373.0	377.0	416.0	768.0
ENSG00000023171	GRAMD1B	594.0	426.0	768.0	567.0
ENSG00000204138	PHACTR4	380.0	291.0	768.0	705.0
ENSG00000148411	NACC2	169.0	162.0	769.0	570.0
ENSG00000115216	NRBP1	661.0	478.0	769.0	693.0
ENSG00000164941	INTS8	769.0	385.0	370.0	265.0
ENSG00000151835	SACS	769.0	372.0	189.0	138.0
ENSG00000178105	DDX10	606.0	262.0	769.0	264.0
ENSG00000182551	ADI1	628.0	770.0	631.0	750.0
ENSG00000158195	WASF2	104.0	61.0	509.0	770.0
ENSG00000188659	FAM154B	277.0	770.0	16.0	15.0
ENSG00000138696	BMPR1B	652.0	529.0	510.0	770.0
ENSG00000137727	ARHGAP20	17.0	24.0	384.0	770.0
ENSG00000129515	SNX6	555.0	260.0	771.0	477.0
ENSG00000115421	PAPOLG	633.0	442.0	771.0	291.0
ENSG00000150457	LATS2	84.0	48.0	771.0	513.0
ENSG00000131504	DIAPH1	197.0	148.0	771.0	464.0
ENSG00000089053	ANAPC5	374.0	129.0	532.0	771.0
ENSG00000197579	TOPORS	471.0	309.0	771.0	705.0
ENSG00000180574	EIF2S3L	772.0	352.0	617.0	185.0
ENSG00000062370	ZNF112	512.0	155.0	772.0	197.0
ENSG00000135446	CDK4	176.0	128.0	346.0	773.0
ENSG00000146802	TMEM168	373.0	333.0	773.0	392.0
ENSG00000123384	LRP1	33.0	15.0	173.0	773.0
ENSG00000119778	ATAD2B	773.0	556.0	710.0	296.0
ENSG00000078687	TNRC6C	655.0	497.0	492.0	774.0
ENSG00000077235	GTF3C1	693.0	466.0	424.0	774.0
ENSG00000053254	FOXN3	341.0	65.0	774.0	313.0
ENSG00000168259	DNAJC7	665.0	373.0	775.0	406.0
ENSG00000166145	SPINT1	312.0	243.0	536.0	776.0
ENSG00000138801	PAPSS1	279.0	213.0	776.0	763.0
ENSG00000158966	CACHD1	776.0	139.0	409.0	385.0
ENSG00000106615	RHEB	628.0	409.0	776.0	582.0
ENSG00000168438	CDC40	776.0	330.0	467.0	277.0
ENSG00000171488	LRRC8C	534.0	250.0	548.0	776.0
ENSG00000072071	LPHN1	683.0	245.0	777.0	704.0
ENSG00000133065	SLC41A1	160.0	74.0	735.0	777.0
ENSG00000265808	SEC22B	507.0	303.0	777.0	478.0
ENSG00000170584	NUDCD2	779.0	230.0	752.0	201.0
ENSG00000164251	F2RL1	26.0	35.0	779.0	544.0
ENSG00000121879	PIK3CA	780.0	456.0	745.0	566.0
ENSG00000128833	MYO5C	15.0	18.0	471.0	780.0
ENSG00000162852	CNST	631.0	780.0	735.0	524.0
ENSG00000186908	ZDHHC17	781.0	489.0	591.0	361.0
ENSG00000163785	RYK	288.0	245.0	782.0	563.0
ENSG00000198046	ZNF667	782.0	610.0	145.0	178.0
ENSG00000179242	CDH4	337.0	443.0	783.0	397.0
ENSG00000001631	KRIT1	784.0	375.0	714.0	363.0
ENSG00000161011	SQSTM1	315.0	194.0	758.0	784.0
ENSG00000167460	TPM4	334.0	307.0	439.0	784.0
ENSG00000285509	ENSG00000285509	546.0	384.0	784.0	407.0
ENSG00000154518	ATP5G3	763.0	473.0	785.0	774.0
ENSG00000088367	EPB41L1	39.0	17.0	352.0	785.0
ENSG00000100888	CHD8	780.0	627.0	719.0	785.0
ENSG00000076067	RBMS2	265.0	159.0	586.0	786.0
ENSG00000181826	RELL1	197.0	52.0	786.0	224.0
ENSG00000141905	NFIC	786.0	507.0	452.0	626.0
ENSG00000138459	SLC35A5	426.0	424.0	787.0	351.0
ENSG00000165923	AGBL2	200.0	787.0	120.0	77.0
ENSG00000125848	FLRT3	242.0	787.0	299.0	460.0
ENSG00000169398	PTK2	788.0	514.0	741.0	362.0
ENSG00000255690	TRIL	30.0	122.0	139.0	788.0
ENSG00000075275	CELSR1	288.0	266.0	273.0	789.0
ENSG00000164587	RPS14	69.0	71.0	155.0	789.0
ENSG00000173681	CXorf23	789.0	369.0	545.0	179.0
ENSG00000126945	HNRNPH2	689.0	561.0	789.0	572.0
ENSG00000174804	FZD4	789.0	691.0	465.0	364.0
ENSG00000110713	NUP98	697.0	464.0	522.0	789.0
ENSG00000101624	CEP76	789.0	557.0	561.0	192.0
ENSG00000062716	VMP1	746.0	592.0	702.0	791.0
ENSG00000198732	SMOC1	32.0	59.0	393.0	791.0
ENSG00000257411	RP11-603J24.9	401.0	276.0	645.0	791.0
ENSG00000135919	SERPINE2	308.0	186.0	646.0	791.0
ENSG00000129351	ILF3	701.0	376.0	791.0	628.0
ENSG00000166575	TMEM135	672.0	791.0	601.0	468.0
ENSG00000120963	ZNF706	356.0	391.0	758.0	791.0
ENSG00000180263	FGD6	344.0	119.0	238.0	792.0
ENSG00000147180	ZNF711	431.0	234.0	792.0	316.0
ENSG00000189043	NDUFA4	555.0	572.0	792.0	578.0
ENSG00000012174	MBTPS2	585.0	453.0	792.0	427.0
ENSG00000173905	GOLIM4	614.0	281.0	793.0	580.0
ENSG00000163214	DHX57	793.0	340.0	536.0	264.0
ENSG00000107077	KDM4C	652.0	478.0	794.0	547.0
ENSG00000198908	BHLHB9	662.0	648.0	794.0	362.0
ENSG00000078725	BRINP1	87.0	2.0	795.0	41.0
ENSG00000158470	B4GALT5	506.0	796.0	252.0	224.0
ENSG00000108578	BLMH	637.0	488.0	796.0	629.0
ENSG00000164342	TLR3	86.0	127.0	796.0	595.0
ENSG00000121060	TRIM25	257.0	85.0	655.0	797.0
ENSG00000123095	BHLHE41	19.0	34.0	797.0	304.0
ENSG00000170571	EMB	798.0	679.0	334.0	146.0
ENSG00000099282	TSPAN15	47.0	43.0	546.0	798.0
ENSG00000118454	ANKRD13C	592.0	385.0	798.0	545.0
ENSG00000147687	TATDN1	798.0	437.0	440.0	189.0
ENSG00000118276	B4GALT6	160.0	82.0	800.0	714.0
ENSG00000162222	TTC9C	504.0	358.0	800.0	501.0
ENSG00000185236	RAB11B	109.0	800.0	155.0	723.0
ENSG00000282246	ENSG00000282246	801.0	566.0	210.0	266.0
ENSG00000138018	EPT1	664.0	480.0	801.0	243.0
ENSG00000197062	ZSCAN26	287.0	238.0	802.0	383.0
ENSG00000185950	IRS2	61.0	38.0	111.0	802.0
ENSG00000173692	PSMD1	644.0	437.0	778.0	803.0
ENSG00000122705	CLTA	776.0	644.0	803.0	599.0
ENSG00000114126	TFDP2	729.0	803.0	502.0	427.0
ENSG00000274211	SOCS7	575.0	710.0	803.0	610.0
ENSG00000118418	HMGN3	533.0	357.0	803.0	349.0
ENSG00000077782	FGFR1	206.0	193.0	804.0	722.0
ENSG00000177150	FAM210A	804.0	409.0	507.0	497.0
ENSG00000118922	KLF12	757.0	728.0	804.0	713.0
ENSG00000163743	RCHY1	398.0	166.0	805.0	221.0
ENSG00000197714	ZNF460	319.0	224.0	805.0	471.0
ENSG00000182150	ERCC6L2	806.0	600.0	683.0	290.0
ENSG00000115271	GCA	716.0	409.0	806.0	636.0
ENSG00000083223	ZCCHC6	806.0	458.0	753.0	529.0
ENSG00000136099	PCDH8	806.0	347.0	18.0	3.0
ENSG00000058668	ATP2B4	187.0	344.0	301.0	807.0
ENSG00000181789	COPG1	560.0	270.0	533.0	807.0
ENSG00000166681	NGFRAP1	787.0	591.0	648.0	807.0
ENSG00000177034	MTX3	514.0	227.0	808.0	344.0
ENSG00000146233	CYP39A1	41.0	113.0	478.0	808.0
ENSG00000130558	OLFM1	808.0	223.0	475.0	243.0
ENSG00000135930	EIF4E2	809.0	728.0	331.0	422.0
ENSG00000047315	POLR2B	809.0	653.0	504.0	556.0
ENSG00000137478	FCHSD2	809.0	294.0	432.0	408.0
ENSG00000099219	ERMP1	806.0	503.0	809.0	554.0
ENSG00000144730	IL17RD	84.0	331.0	512.0	811.0
ENSG00000178209	PLEC	75.0	19.0	102.0	812.0
ENSG00000104853	CLPTM1	724.0	718.0	541.0	813.0
ENSG00000002746	HECW1	813.0	365.0	101.0	6.0
ENSG00000089818	NECAP1	813.0	558.0	535.0	321.0
ENSG00000091157	WDR7	813.0	378.0	463.0	258.0
ENSG00000103404	USP31	814.0	756.0	681.0	386.0
ENSG00000170802	FOXN2	284.0	288.0	572.0	815.0
ENSG00000163431	LMOD1	815.0	233.0	64.0	69.0
ENSG00000141582	CBX4	423.0	293.0	816.0	634.0
ENSG00000100580	TMED8	641.0	817.0	267.0	265.0
ENSG00000164221	CCDC112	791.0	475.0	817.0	186.0
ENSG00000115290	GRB14	356.0	146.0	818.0	109.0
ENSG00000168026	TTC21A	517.0	818.0	21.0	9.0
ENSG00000173812	EIF1	265.0	195.0	310.0	818.0
ENSG00000205268	PDE7A	818.0	522.0	758.0	409.0
ENSG00000179094	PER1	72.0	67.0	135.0	819.0
ENSG00000117461	PIK3R3	523.0	574.0	819.0	704.0
ENSG00000112902	SEMA5A	140.0	49.0	434.0	820.0
ENSG00000110090	CPT1A	389.0	278.0	534.0	820.0
ENSG00000156374	PCGF6	820.0	285.0	176.0	174.0
ENSG00000152219	ARL14EP	529.0	361.0	820.0	558.0
ENSG00000175387	SMAD2	463.0	321.0	821.0	624.0
ENSG00000110400	PVRL1	821.0	226.0	253.0	111.0
ENSG00000186190	BPIFB3	9.0	2.0	20.0	821.0
ENSG00000147421	HMBOX1	822.0	615.0	627.0	567.0
ENSG00000181378	CCDC108	258.0	822.0	8.0	4.0
ENSG00000164040	PGRMC2	822.0	269.0	524.0	317.0
ENSG00000214944	ARHGEF28	824.0	378.0	166.0	186.0
ENSG00000145794	MEGF10	489.0	519.0	275.0	824.0
ENSG00000147133	TAF1	821.0	419.0	824.0	695.0
ENSG00000126878	AIF1L	70.0	82.0	495.0	825.0
ENSG00000157181	C1orf27	777.0	452.0	826.0	372.0
ENSG00000154447	SH3RF1	411.0	296.0	777.0	826.0
ENSG00000073008	PVR	86.0	46.0	197.0	826.0
ENSG00000149547	EI24	449.0	194.0	826.0	501.0
ENSG00000136960	ENPP2	15.0	183.0	442.0	827.0
ENSG00000141646	SMAD4	698.0	398.0	827.0	660.0
ENSG00000184867	ARMCX2	580.0	338.0	827.0	645.0
ENSG00000138802	SEC24B	576.0	481.0	828.0	694.0
ENSG00000177084	POLE	24.0	828.0	110.0	96.0
ENSG00000130304	SLC27A1	156.0	142.0	209.0	828.0
ENSG00000186472	PCLO	828.0	569.0	199.0	181.0
ENSG00000102974	CTCF	641.0	618.0	829.0	705.0
ENSG00000198218	QRICH1	587.0	383.0	829.0	696.0
ENSG00000115380	EFEMP1	40.0	15.0	829.0	98.0
ENSG00000115825	PRKD3	247.0	144.0	829.0	588.0
ENSG00000182168	UNC5C	346.0	88.0	829.0	700.0
ENSG00000197343	ZNF655	701.0	469.0	830.0	571.0
ENSG00000130066	SAT1	135.0	329.0	830.0	435.0
ENSG00000144218	AFF3	367.0	169.0	830.0	453.0
ENSG00000087074	PPP1R15A	105.0	83.0	185.0	830.0
ENSG00000165617	DACT1	106.0	271.0	830.0	137.0
ENSG00000077721	UBE2A	831.0	605.0	650.0	304.0
ENSG00000154723	ATP5J	710.0	602.0	823.0	831.0
ENSG00000122970	IFT81	536.0	831.0	374.0	181.0
ENSG00000102547	CAB39L	430.0	219.0	832.0	290.0
ENSG00000134996	OSTF1	311.0	428.0	832.0	169.0
ENSG00000126773	PCNXL4	822.0	832.0	275.0	156.0
ENSG00000257093	KIAA1147	832.0	434.0	334.0	335.0
ENSG00000079819	EPB41L2	211.0	230.0	601.0	833.0
ENSG00000066654	THUMPD1	833.0	737.0	634.0	124.0
ENSG00000003056	M6PR	834.0	384.0	671.0	635.0
ENSG00000114480	GBE1	397.0	294.0	834.0	444.0
ENSG00000151470	C4orf33	834.0	353.0	597.0	161.0
ENSG00000139154	AEBP2	729.0	322.0	834.0	810.0
ENSG00000154127	UBASH3B	834.0	434.0	712.0	171.0
ENSG00000165512	ZNF22	474.0	323.0	834.0	443.0
ENSG00000134058	CDK7	439.0	442.0	787.0	834.0
ENSG00000101856	PGRMC1	516.0	547.0	835.0	644.0
ENSG00000068903	SIRT2	264.0	631.0	659.0	835.0
ENSG00000064601	CTSA	121.0	78.0	288.0	835.0
ENSG00000142731	PLK4	836.0	244.0	226.0	138.0
ENSG00000107669	ATE1	777.0	836.0	791.0	387.0
ENSG00000118363	SPCS2	344.0	210.0	836.0	605.0
ENSG00000163512	AZI2	836.0	425.0	725.0	433.0
ENSG00000171940	ZNF217	351.0	221.0	836.0	447.0
ENSG00000204130	RUFY2	837.0	394.0	772.0	319.0
ENSG00000158711	ELK4	717.0	481.0	837.0	568.0
ENSG00000143157	POGK	762.0	302.0	837.0	543.0
ENSG00000168564	CDKN2AIP	741.0	335.0	838.0	510.0
ENSG00000116044	NFE2L2	365.0	386.0	840.0	837.0
ENSG00000087502	ERGIC2	840.0	395.0	550.0	366.0
ENSG00000135720	DYNC1LI2	765.0	454.0	840.0	589.0
ENSG00000177613	CSTF2T	583.0	748.0	840.0	323.0
ENSG00000047457	CP	43.0	22.0	63.0	841.0
ENSG00000139496	NUPL1	807.0	841.0	398.0	396.0
ENSG00000160932	LY6E	77.0	251.0	286.0	842.0
ENSG00000157869	RAB28	842.0	554.0	800.0	169.0
ENSG00000101557	USP14	790.0	525.0	842.0	430.0
ENSG00000205423	CNEP1R1	843.0	472.0	502.0	325.0
ENSG00000032219	ARID4A	831.0	466.0	843.0	479.0
ENSG00000153071	DAB2	15.0	32.0	370.0	844.0
ENSG00000106477	CEP41	133.0	693.0	265.0	844.0
ENSG00000066926	FECH	845.0	818.0	335.0	441.0
ENSG00000185015	CA13	396.0	33.0	845.0	272.0
ENSG00000164742	ADCY1	719.0	846.0	188.0	176.0
ENSG00000114315	HES1	297.0	229.0	846.0	205.0
ENSG00000084623	EIF3I	430.0	324.0	703.0	846.0
ENSG00000148429	USP6NL	846.0	624.0	509.0	628.0
ENSG00000136824	SMC2	422.0	197.0	847.0	259.0
ENSG00000136866	ZFP37	231.0	318.0	847.0	323.0
ENSG00000006715	VPS41	847.0	482.0	831.0	482.0
ENSG00000005249	PRKAR2B	98.0	73.0	331.0	848.0
ENSG00000132541	HRSP12	323.0	207.0	848.0	228.0
ENSG00000162493	PDPN	28.0	41.0	264.0	848.0
ENSG00000144655	CSRNP1	49.0	74.0	79.0	849.0
ENSG00000071127	WDR1	342.0	248.0	398.0	850.0
ENSG00000100219	XBP1	182.0	170.0	413.0	850.0
ENSG00000168772	CXXC4	270.0	850.0	687.0	229.0
ENSG00000089847	ANKRD24	850.0	440.0	42.0	53.0
ENSG00000156172	C8orf37	850.0	804.0	418.0	170.0
ENSG00000105223	PLD3	90.0	53.0	170.0	851.0
ENSG00000070182	SPTB	851.0	84.0	83.0	76.0
ENSG00000204217	BMPR2	717.0	479.0	573.0	851.0
ENSG00000235376	RPEL1	853.0	586.0	850.0	443.0
ENSG00000185920	PTCH1	293.0	303.0	634.0	854.0
ENSG00000003096	KLHL13	185.0	171.0	854.0	511.0
ENSG00000125249	RAP2A	376.0	419.0	854.0	760.0
ENSG00000198862	LTN1	606.0	603.0	855.0	566.0
ENSG00000118946	PCDH17	36.0	0.0	856.0	493.0
ENSG00000163945	UVSSA	856.0	676.0	526.0	268.0
ENSG00000198836	OPA1	856.0	561.0	780.0	680.0
ENSG00000137073	UBAP2	719.0	426.0	610.0	857.0
ENSG00000107331	ABCA2	234.0	280.0	186.0	859.0
ENSG00000101782	RIOK3	806.0	533.0	860.0	455.0
ENSG00000104805	NUCB1	126.0	122.0	264.0	860.0
ENSG00000085721	RRN3	861.0	451.0	650.0	528.0
ENSG00000052802	MSMO1	592.0	861.0	675.0	344.0
ENSG00000117899	MESDC2	380.0	396.0	861.0	763.0
ENSG00000152582	SPEF2	624.0	861.0	37.0	24.0
ENSG00000119402	FBXW2	862.0	491.0	601.0	309.0
ENSG00000109265	KIAA1211	438.0	862.0	288.0	82.0
ENSG00000118900	UBN1	862.0	345.0	473.0	321.0
ENSG00000160014	CALM3	863.0	243.0	504.0	441.0
ENSG00000120616	EPC1	704.0	402.0	863.0	741.0
ENSG00000135414	GDF11	849.0	316.0	863.0	343.0
ENSG00000161960	EIF4A1	861.0	401.0	737.0	863.0
ENSG00000176769	TCERG1L	863.0	206.0	12.0	3.0
ENSG00000077549	CAPZB	685.0	201.0	864.0	656.0
ENSG00000182919	C11orf54	380.0	416.0	864.0	785.0
ENSG00000138246	DNAJC13	864.0	561.0	800.0	554.0
ENSG00000162642	C1orf52	733.0	404.0	864.0	227.0
ENSG00000164944	KIAA1429	864.0	619.0	718.0	550.0
ENSG00000254535	PABPC4L	141.0	52.0	864.0	172.0
ENSG00000169925	BRD3	865.0	721.0	619.0	549.0
ENSG00000175567	UCP2	399.0	108.0	199.0	865.0
ENSG00000046651	OFD1	865.0	364.0	633.0	237.0
ENSG00000166833	NAV2	163.0	281.0	865.0	658.0
ENSG00000147852	VLDLR	370.0	232.0	866.0	224.0
ENSG00000179912	R3HDM2	866.0	355.0	603.0	735.0
ENSG00000173467	AGR3	107.0	637.0	277.0	866.0
ENSG00000164366	CCDC127	867.0	663.0	622.0	395.0
ENSG00000174227	PIGG	867.0	219.0	711.0	291.0
ENSG00000139083	ETV6	680.0	152.0	867.0	723.0
ENSG00000152661	GJA1	119.0	110.0	867.0	138.0
ENSG00000140612	SEC11A	868.0	509.0	565.0	570.0
ENSG00000118412	CASP8AP2	772.0	349.0	868.0	454.0
ENSG00000122126	OCRL	607.0	557.0	869.0	826.0
ENSG00000140943	MBTPS1	205.0	149.0	539.0	869.0
ENSG00000115145	STAM2	452.0	239.0	869.0	461.0
ENSG00000150768	DLAT	870.0	770.0	762.0	387.0
ENSG00000154359	LONRF1	870.0	585.0	507.0	414.0
ENSG00000174749	C4orf32	870.0	462.0	105.0	48.0
ENSG00000166579	NDEL1	871.0	278.0	315.0	205.0
ENSG00000134871	COL4A2	98.0	29.0	264.0	871.0
ENSG00000175854	SWI5	298.0	135.0	871.0	471.0
ENSG00000122557	HERPUD2	784.0	399.0	872.0	537.0
ENSG00000074590	NUAK1	874.0	214.0	421.0	403.0
ENSG00000069509	FUNDC1	440.0	319.0	874.0	396.0
ENSG00000144744	UBA3	735.0	754.0	874.0	528.0
ENSG00000147676	MAL2	236.0	430.0	875.0	486.0
ENSG00000088766	CRLS1	557.0	452.0	875.0	224.0
ENSG00000185946	RNPC3	875.0	469.0	417.0	156.0
ENSG00000109680	TBC1D19	875.0	610.0	545.0	260.0
ENSG00000125952	MAX	875.0	571.0	721.0	571.0
ENSG00000088986	DYNLL1	322.0	437.0	531.0	876.0
ENSG00000170836	PPM1D	876.0	773.0	506.0	350.0
ENSG00000163635	ATXN7	869.0	524.0	876.0	772.0
ENSG00000266028	SRGAP2	492.0	302.0	877.0	358.0
ENSG00000137955	RABGGTB	696.0	254.0	877.0	510.0
ENSG00000171004	HS6ST2	509.0	834.0	877.0	331.0
ENSG00000136193	SCRN1	660.0	667.0	878.0	475.0
ENSG00000114902	SPCS1	583.0	638.0	878.0	489.0
ENSG00000120805	ARL1	312.0	509.0	754.0	878.0
ENSG00000136874	STX17	397.0	254.0	878.0	788.0
ENSG00000158092	NCK1	574.0	405.0	879.0	365.0
ENSG00000138660	AP1AR	879.0	406.0	496.0	527.0
ENSG00000166923	GREM1	28.0	21.0	13.0	879.0
ENSG00000119953	SMNDC1	880.0	861.0	666.0	425.0
ENSG00000147324	MFHAS1	880.0	158.0	353.0	342.0
ENSG00000114405	C3orf14	881.0	407.0	539.0	187.0
ENSG00000116273	PHF13	357.0	168.0	643.0	881.0
ENSG00000101152	DNAJC5	833.0	477.0	882.0	702.0
ENSG00000130702	LAMA5	182.0	41.0	329.0	882.0
ENSG00000104267	CA2	882.0	199.0	820.0	319.0
ENSG00000144848	ATG3	883.0	209.0	706.0	217.0
ENSG00000145907	G3BP1	688.0	442.0	884.0	478.0
ENSG00000134240	HMGCS2	17.0	5.0	111.0	884.0
ENSG00000221978	CCNL2	884.0	379.0	432.0	444.0
ENSG00000101974	ATP11C	524.0	239.0	884.0	254.0
ENSG00000187498	COL4A1	56.0	36.0	558.0	885.0
ENSG00000135315	CEP162	829.0	885.0	414.0	180.0
ENSG00000215203	GRXCR1	885.0	515.0	16.0	1.0
ENSG00000197081	IGF2R	322.0	132.0	886.0	641.0
ENSG00000154856	APCDD1	14.0	46.0	47.0	886.0
ENSG00000153310	FAM49B	887.0	317.0	675.0	281.0
ENSG00000025293	PHF20	887.0	461.0	294.0	326.0
ENSG00000109111	SUPT6H	763.0	474.0	538.0	888.0
ENSG00000122952	ZWINT	888.0	750.0	640.0	394.0
ENSG00000177119	ANO6	51.0	26.0	576.0	888.0
ENSG00000101266	CSNK2A1	681.0	631.0	888.0	477.0
ENSG00000125505	MBOAT7	889.0	129.0	442.0	427.0
ENSG00000169504	CLIC4	830.0	468.0	806.0	889.0
ENSG00000131473	ACLY	890.0	600.0	610.0	803.0
ENSG00000056050	C4orf27	890.0	339.0	546.0	175.0
ENSG00000172238	ATOH1	890.0	380.0	25.0	9.0
ENSG00000156804	FBXO32	392.0	891.0	642.0	674.0
ENSG00000091527	CDV3	268.0	543.0	668.0	891.0
ENSG00000100485	SOS2	672.0	664.0	891.0	632.0
ENSG00000089123	TASP1	442.0	356.0	891.0	129.0
ENSG00000196367	TRRAP	609.0	615.0	530.0	893.0
ENSG00000165115	KIF27	704.0	893.0	40.0	36.0
ENSG00000196576	PLXNB2	280.0	190.0	392.0	894.0
ENSG00000100227	POLDIP3	641.0	249.0	651.0	894.0
